会社名,住所,電話番号
いなほ,兵庫県神戸市中央区 元町通1-13-12 2F,078-393-0084
ペペオリオ,兵庫県神戸市中央区 三宮町1-5-26 ビブレ B1,078-331-9739
玉龍 ハーバーランド,兵庫県神戸市中央区 東川崎町1-6-1 モザイク3F,078-360-3373
ターブルプリュスカフェ,兵庫県神戸市中央区 明石町40 大丸神戸店B1,050-1781-5000
あき山,兵庫県神戸市中央区 山本通3-8-2 1F,078-203-8019
meriken gallery＆cafe,兵庫県神戸市中央区 波止場町6-5 上屋SO-KO,078-362-1170
チャーリー,兵庫県神戸市中央区 中町通4-2-1 シャトー神戸,078-381-6332
三豊麺 〜真〜 三宮駅前店,兵庫県神戸市中央区 琴ノ緒町5-3-5 グリーンシャポービル1F,078-855-3022
Sion,兵庫県神戸市中央区 元町通5-2-18 ユーゼンビル101,078-335-6248
スギモト 大丸神戸店,兵庫県神戸市中央区 明石町40 大丸神戸店B1,078-393-1785
TATSU－辰－,兵庫県神戸市中央区 相生町4-3-16 サンビル1F,078-335-6829
旬菜 五郎,兵庫県神戸市中央区 多聞通3-2-9 甲南スカイビル,078-341-1435
もだん,兵庫県神戸市中央区 旭通1-1-111 サンピア1F,078-251-6399
GONTa2,兵庫県神戸市中央区 琴ノ緒町5-4-23 サンデンビルB1,078-252-0600
焼鳥 梵讃,兵庫県神戸市中央区 加納町4-7-1 ウッディタウンビル3F,078-599-6190
鶏モツお好み焼 元,兵庫県神戸市中央区 古湊通1-2-8 甲南サンコーポラス,078-599-6601
ベトナム料理 HOI AN,兵庫県神戸市中央区 三宮町1-8-1 サンプラザB1,078-599-5669
神戸6番館,兵庫県神戸市中央区 新港町26 京橋パーキングエリア3F,078-392-7005
小料理 たむら,兵庫県神戸市中央区 加納町4-8-19 パルファンビル1F,078-321-5860
ラーメン 三九,兵庫県神戸市中央区 生田町1-1-22 ニッシンビル1F,078-252-0939
自家製麺 花こばこ,兵庫県神戸市中央区 相生町3-2-1 デュオこうべ山の手,078-360-1987
タンポポ,兵庫県神戸市中央区 加納町4-8-19 パルファンビル1F,078-334-4800
神戸にしむら珈琲店 三宮店,兵庫県神戸市中央区 琴ノ緒町5-3-5 グリーンシャポービル 1F,078-241-2777
喫茶と雑貨moja,兵庫県神戸市中央区 元町通2-4-6 2F,078-321-1152
鶏の商店だんご 元町店,兵庫県神戸市中央区 元町通2-7-12 2F,078-331-3320
魚魚彩,兵庫県神戸市中央区 東川崎町1-7-5 イオンスタイルumie,078-360-3700
カフェ プレジドン,兵庫県神戸市中央区 旭通1-1-1 サンピアビル204-3,078-855-4124
さくらバー,兵庫県神戸市中央区 琴ノ緒町3-3-17 カレッジビル1F,078-252-7234
躍屋,兵庫県神戸市中央区 相生町4-2-1 サンエービル1F,078-361-4129
bucato cafe,兵庫県神戸市中央区 栄町通3-6-17 2F,078-393-3815
立ち呑みさしみ屋 駅前 三宮東店,兵庫県神戸市中央区 琴ノ緒町5-3-5 グリーンシャポービル1F,078-222-0002
color of time,兵庫県神戸市中央区 西町33-2 familiar 神戸本店内,078-321-2456
カフェクリュ,兵庫県神戸市中央区 元町通4-1-5 1F,078-351-0117
肉汁うどん たまや,兵庫県神戸市中央区 港島中町2-1-12 2F,078-302-8825
愉快なお好み焼き やいたろかぁ,兵庫県神戸市中央区 北長狭通2-9-9 デザフィオサンコー,078-585-7757
焼肉弁当 牛一朗,兵庫県神戸市中央区 元町通6-2-34 1F,078-351-6186
来々亭,兵庫県神戸市中央区 元町通5-3-1 1F,078-351-2339
ダル ボスチーノ,兵庫県神戸市中央区 八幡通4-2-7 1F,078-252-8629
ライブバー アルフィー,兵庫県神戸市中央区 加納町4-9-12 クリスタルコートビル4F,078-331-5977
北京飯店,兵庫県神戸市中央区 栄町通1-3-18 1F,078-392-2530
エキマエスタンド,兵庫県神戸市中央区 琴ノ緒町5-3-5 グリーンシャポービル1F,078-222-0002
飲茶バル 蒸龍,兵庫県神戸市中央区 三宮町2-5-13 マルコビル1F,078-321-2210
順 神戸店,兵庫県神戸市中央区 御幸通4-1-10 1F,078-251-5855
三田屋本店 －やすらぎの郷－ 大丸神戸レストラン店,兵庫県神戸市中央区 明石町40 大丸神戸店9F,078-335-6627
Shima Nomi,兵庫県神戸市中央区 元町通2-8-15 2F,078-515-6133
日乃屋カレー 神戸元町店,兵庫県神戸市中央区 元町通2-8-15 1F,050-3717-6880
お好み焼き・鉄板焼 楽,兵庫県神戸市中央区 琴ノ緒町5-3-5 グリーンシャポービル1F,078-855-3124
焼肉処 にく全 三宮店,兵庫県神戸市中央区中山手通1-4-15 TERRACECOASTビル4F,078-954-5499
えん藤,兵庫県神戸市中央区 加納町3-1-23 クレアール神戸2F,078-331-4315
たこ庵,兵庫県神戸市中央区 旭通5-3-5 白百合ビル2F,078-242-2627
姫すし,兵庫県神戸市中央区 三宮町1-9-1 センタープラザ1F,078-393-1884
神戸ラーメン第一旭 神戸本店,兵庫県神戸市中央区 多聞通1-3-19 クロスビル1F,078-371-6212
サングルメ,兵庫県神戸市兵庫区 御崎町2-1-3,078-681-1568
ちから,兵庫県神戸市兵庫区 西柳原町6-8,078-671-7296
大谷貝つぼ焼,兵庫県神戸市兵庫区 福原町15-16,078-576-1504
こ〜ひい屋,兵庫県神戸市兵庫区 下祇園町8-5,078-371-7511
居酒屋 かどや,兵庫県神戸市兵庫区 福原町28-14,078-575-2445
KENSHI,兵庫県神戸市兵庫区 福原町21-22,078-578-2911
てんぐや,兵庫県神戸市兵庫区 夢野町2-11,078-521-8800
ほの香,兵庫県神戸市兵庫区 下祇園町39-14,078-361-8245
よっちゃん,兵庫県神戸市兵庫区 福原町4-12,078-576-3292
讃岐うどん讃松庵,兵庫県神戸市兵庫区 切戸町6-18,078-672-1154
円山,兵庫県神戸市兵庫区 福原町8-16,078-575-2367
お梅ちゃん,兵庫県神戸市兵庫区 福原町25-2,078-575-3918
港堤,兵庫県神戸市兵庫区 切戸町7-13,078-671-8455
一貫楼 大倉山店,兵庫県神戸市兵庫区 馬場町18-4,078-351-0317
一貫楼柳原,兵庫県神戸市兵庫区 北逆瀬川町3-21,078-671-1301
はとや,兵庫県神戸市兵庫区 福原町7-21,078-575-0413
気合と情熱のラーメン つぼ,兵庫県神戸市兵庫区 西柳原町8-14,078-652-2030
みけ,兵庫県神戸市兵庫区 福原町12-4,078-576-8700
魚権,兵庫県神戸市兵庫区 下祇園町20-13,078-361-5616
HiTo Coffee Beans,兵庫県神戸市兵庫区 梅元町7-3,078-360-0373
サウスホース,兵庫県神戸市兵庫区 下祇園町1-8,078-361-0178
ニッポンコーヒーテン,兵庫県神戸市兵庫区 福原町10-1,078-576-4692
ひかり,兵庫県神戸市兵庫区 駅南通4-1,078-652-1198
フジヤマ,兵庫県神戸市兵庫区 福原町10-9,078-575-8653
ラーメン吟,兵庫県神戸市兵庫区 福原町25-1,078-576-9503
福原 松濤庵,兵庫県神戸市兵庫区 福原町15-5,078-575-2295
廣林店,兵庫県神戸市兵庫区 下三条町9-19,078-521-5558
昌園,兵庫県神戸市兵庫区 下祇園町1-9,078-367-3899
鉄板焼ダイニング 妓おん,兵庫県神戸市兵庫区 下三条町8-14,078-531-8330
丸福,兵庫県神戸市兵庫区 楠谷町28-7,078-341-5868
オットブレ,兵庫県神戸市兵庫区 西柳原町4-1,078-682-8277
ドトールコーヒーショップ 兵庫駅前店,兵庫県神戸市兵庫区 駅南通5-1,078-685-5270
カフェ ビィータ マルヤマ,兵庫県神戸市兵庫区 下祇園町23-11,078-335-6758
こっこ家,兵庫県神戸市兵庫区 福原町17-10,078-201-2199
やきとり 吉鳥 新開地店,兵庫県神戸市兵庫区 福原町3-7,078-511-6069
珈琲館 マツバラ,兵庫県神戸市兵庫区 芦原通4-2,078-671-4060
一味軒,兵庫県神戸市兵庫区 福原町32-11,078-599-5825
一休,兵庫県神戸市兵庫区 福原町6-3,078-575-5778
太田家 神戸湊川店,兵庫県神戸市兵庫区荒田町1-16-8,078-511-2939
彩龍,兵庫県神戸市兵庫区羽坂通3-1-3,078-512-3160
松屋 神戸新開地店,兵庫県神戸市兵庫区新開地4-6-26,078-515-0719
餃子の王将 新開地店,兵庫県神戸市兵庫区新開地3-4-22,078-578-8977
炭火焼鳥 まさ 湊川店,兵庫県神戸市兵庫区上沢通3-1-3,078-579-8645
丸亀製麺 夢野店,兵庫県神戸市兵庫区菊水町10-37-11,078-576-7022
焼肉処 四季,兵庫県神戸市兵庫区駅前通2-2-34,080-3808-8929
王子餃子専門店,兵庫県神戸市兵庫区東山町2-7-2,078-599-5886
味ごろ,兵庫県神戸市兵庫区荒田町1-20-2,078-512-5056
寿し幸,兵庫県神戸市兵庫区松本通8-5-17,078-511-8716
ほっともっと 神戸小河通店,兵庫県神戸市兵庫区小河通3-1-17,078-686-7566
ほっともっと 神戸水木通店,兵庫県神戸市兵庫区水木通5-3-4,078-579-8680
炭火焼鳥 まさ 兵庫店,兵庫県神戸市兵庫区駅前通1-3-14,078-576-0304
やきにくポッサムチプ,兵庫県神戸市兵庫区駅南通1-2-20,078-681-8888
しまだ,兵庫県神戸市兵庫区 東山町3-7-11,078-511-0278
竹島そば店,兵庫県神戸市兵庫区 西出町2-17-16,078-681-0574
花串,兵庫県神戸市兵庫区 荒田町1-15-8,078-511-3159
和田,兵庫県神戸市兵庫区 水木通5-3-12,078-575-3146
とんとん餃子 湊川店,兵庫県神戸市兵庫区 荒田町4-28-1,078-511-1672
おくだ,兵庫県神戸市兵庫区 水木通2-2-2,078-575-9061
居酒屋かくれんぼ,兵庫県神戸市兵庫区 羽坂通3-2-10,078-575-3574
たこ八亭,兵庫県神戸市兵庫区 荒田町1-20-2,078-511-8597
のれん,兵庫県神戸市兵庫区 御崎町2-18-7,078-681-8699
百万両酔心 兵庫店,兵庫県神戸市兵庫区 羽坂通3-3-2,078-576-6253
まんとくや,兵庫県神戸市兵庫区 羽坂通4-1-1,078-576-9700
あこや,兵庫県神戸市兵庫区 中道通7-1-6,078-577-5868
貴八,兵庫県神戸市兵庫区 水木通1-5-28,078-576-9239
十文字,兵庫県神戸市兵庫区 和田崎町3-2-1,078-652-0953
お好み焼 高砂,兵庫県神戸市兵庫区 和田崎町3-4-9,078-681-2299
てんてん,兵庫県神戸市兵庫区 東山町2-1-17,078-511-0892
花ぽっぽ,兵庫県神戸市兵庫区 水木通9-1-36,078-579-2943
まめだ,兵庫県神戸市兵庫区 荒田町1-20-1,078-521-5689
万次郎,兵庫県神戸市兵庫区 荒田町1-12-3,078-575-5530
みこ,兵庫県神戸市兵庫区 東出町3-22-10,078-652-0035
みつや,兵庫県神戸市兵庫区 中道通6-3-5,078-578-3306
遊食屋,兵庫県神戸市兵庫区 駅南通1-2-38,078-652-4433
招福,兵庫県神戸市兵庫区 荒田町1-14-9,078-521-0088
丸亀,兵庫県神戸市兵庫区 上沢通2-3-1,078-511-3326
うなぎ料理ながよし,兵庫県神戸市兵庫区 荒田町1-15-3,078-576-2278
大作,兵庫県神戸市兵庫区 湊川町2-7-6,078-531-2210
希味,兵庫県神戸市兵庫区 永沢町4-4-8,078-576-8606
きいちゃん,兵庫県神戸市兵庫区 湊川町3-6-7,078-521-5860
虎牛,兵庫県神戸市兵庫区 東山町2-5-3,078-576-0829
庄田園,兵庫県神戸市兵庫区 下沢通6-2-15,078-579-2941
炭火焼肉屋台 たじま屋,兵庫県神戸市兵庫区 西出町2-3-4,078-682-8689
焼肉 八丁堀,兵庫県神戸市兵庫区 小松通2-1-5,078-682-0298
千石楼 中道店,兵庫県神戸市兵庫区 中道通1-3-17,078-577-2567
天津楼 大開店,兵庫県神戸市兵庫区 中道通8-1-31,078-577-2503
東華園,兵庫県神戸市兵庫区 荒田町2-18-20,078-531-1406
はとや,兵庫県神戸市兵庫区 西橘通2-2-5,078-575-5946
ハルピン,兵庫県神戸市兵庫区 大開通10-3-9,078-578-2186
第16兵庫楼,兵庫県神戸市兵庫区 入江通2-1-12,078-651-1610
宝美園,兵庫県神戸市兵庫区 西橘通1-4-14,078-576-9767
龍園,兵庫県神戸市兵庫区 本町1-1-6,078-682-3457
大弘食堂,兵庫県神戸市兵庫区 大開通1-1-6,078-575-6482
つくしんぼ,兵庫県神戸市兵庫区 東山町2-12-12,078-511-5148
朝日寿し食堂,兵庫県神戸市兵庫区 入江通3-1-5,078-671-3077
植月,兵庫県神戸市兵庫区 荒田町3-41-16,078-511-5566
蛇乃目寿司,兵庫県神戸市兵庫区 大開通6-2-24,078-575-3303
寿司清,兵庫県神戸市兵庫区 荒田町1-19-14,078-512-2470
寿司忠,兵庫県神戸市兵庫区 湊町4-2-13,078-578-6800
寿し秀,兵庫県神戸市兵庫区 御崎町2-2-7,078-671-0598
鮨吉,兵庫県神戸市兵庫区 下沢通2-1-23,078-578-0010
みよし,兵庫県神戸市兵庫区 上庄通3-2-10,078-651-2918
ボア炉端レストラン,兵庫県神戸市兵庫区 下沢通2-2-16,078-512-5564
きさら,兵庫県神戸市兵庫区 西橘通1-3-2,078-574-0935
お好み焼き 鉄板焼はっちゃん,兵庫県神戸市兵庫区 中道通9-3-1,078-578-0076
番鳥,兵庫県神戸市兵庫区 羽坂通4-1-1,078-578-5255
手打ちうどん はまもと,兵庫県神戸市兵庫区 東山町1-11-3,078-511-4941
てこいち,兵庫県神戸市兵庫区 羽坂通4-2-28,078-511-2210
千代すし,兵庫県神戸市兵庫区 荒田町1-8-1,078-511-2091
炉端焼一,兵庫県神戸市兵庫区 下沢通1-5-11,078-575-1153
ととや,兵庫県神戸市兵庫区 湊町3-2-9,078-576-6100
一たか 柳原えびす店,兵庫県神戸市兵庫区 駅南通5-3-32,078-512-1128
千鳥,兵庫県神戸市兵庫区 御崎町2-4-1,078-652-6177
Cafe’らぱん,兵庫県神戸市兵庫区 羽坂通4-1-1,078-575-5272
英留沙,兵庫県神戸市兵庫区 羽坂通1-1-14,078-577-0971
置時計,兵庫県神戸市兵庫区 荒田町3-41-1,078-511-7731
思いつき,兵庫県神戸市兵庫区 西出町1-2-18,078-671-4652
カフェ ド サンセルマン,兵庫県神戸市兵庫区 荒田町4-29-24,078-521-1816
カフェ ニーマ,兵庫県神戸市兵庫区 羽坂通4-2-10,078-579-0703
花梨,兵庫県神戸市兵庫区 御崎町2-3-16,078-671-1051
喫茶TIME,兵庫県神戸市兵庫区 水木通4-1-15,078-531-7856
喫茶チェリー,兵庫県神戸市兵庫区 御所通1-4-14,078-671-1418
コップンカフェ,兵庫県神戸市兵庫区 水木通10-1-19,078-578-8785
山河,兵庫県神戸市兵庫区 湊町3-2-24,078-575-3098
紫煙,兵庫県神戸市兵庫区 入江通2-1-12,078-652-0222
シャロー,兵庫県神戸市兵庫区 永沢町4-2-17,078-575-0713
シャンパーニュ,兵庫県神戸市兵庫区 中道通8-3-1,078-575-0638
すずらん,兵庫県神戸市兵庫区 鍛冶屋町2-2-19,078-681-8743
たんぽぽ,兵庫県神戸市兵庫区 東山町1-2-11,078-578-9115
花GOYOMI,兵庫県神戸市兵庫区 大開通1-1-1,078-511-8754
東山,兵庫県神戸市兵庫区 東山町2-2-1,078-511-0215
BROS,兵庫県神戸市兵庫区 永沢町3-1-3,078-578-7127
凡智,兵庫県神戸市兵庫区 上沢通4-6-11,078-521-3808
ポパイ,兵庫県神戸市兵庫区 東山町1-1-22,078-511-6789
ミール＆カフェみずき,兵庫県神戸市兵庫区 水木通1-4-5,078-576-1185
ルナ,兵庫県神戸市兵庫区 大開通5-1-13,078-576-1071
ひだまりカフェひまわり,兵庫県神戸市兵庫区 新開地2-3,078-575-3628
割烹 魚豊,兵庫県神戸市兵庫区 荒田町3-10-27,078-511-1564
あーちゃん,兵庫県神戸市兵庫区 西橘通2-3-1,078-577-4677
お好み焼 圭,兵庫県神戸市兵庫区 上沢通3-8-7,078-511-0639
うるおす,兵庫県神戸市兵庫区 大開通7-1-6,078-576-3588
讃岐いち,兵庫県神戸市兵庫区 水木通6-1-5,078-576-2232
ラーメンたろう 大開通店,兵庫県神戸市兵庫区 水木通6-1-8,078-576-2990
居食屋 ちちかか,兵庫県神戸市兵庫区 中道通1-1-7,078-531-9200
たつや,兵庫県神戸市兵庫区 荒田町2-15-3,078-511-3952
中華軽食 亀の家,兵庫県神戸市兵庫区 築地町1-24,078-651-1462
めし屋 鈴ぎん,兵庫県神戸市兵庫区 新開地2-3,078-576-8635
つつい商店,兵庫県神戸市兵庫区 上沢通7-1-12,078-511-1347
健勝,兵庫県神戸市兵庫区 中道通3-4-30,078-576-2404
七屋,兵庫県神戸市兵庫区 下沢通1-4-22,078-521-0077
季節料理 歩,兵庫県神戸市兵庫区 湊川町2-10-10,078-511-5237
稲田串カツ,兵庫県神戸市兵庫区 東山町1-12-16,078-531-0409
洋食屋ゆうき,兵庫県神戸市兵庫区 湊町4-2-7,078-576-2055
菜菜再再,兵庫県神戸市兵庫区 上沢通1-1-12,078-531-1417
ナマステ ガネーシャマハル 兵庫本店,兵庫県神戸市兵庫区 永沢町4-3-12,078-511-2007
割烹大力,兵庫県神戸市兵庫区 水木通1-2-4,078-575-3133
喫茶グリル 幸,兵庫県神戸市兵庫区 三川口町2-4-17,078-577-2666
MARUIラーメン,兵庫県神戸市兵庫区 中道通1-1-6,078-575-3912
高田屋 京店,兵庫県神戸市兵庫区 湊町4-2-13,078-575-6654
喫茶アリス,兵庫県神戸市兵庫区 出在家町2-5-13,078-651-5085
ドム,兵庫県神戸市兵庫区 永沢町2-3-8,078-575-6420
アップルハウス,兵庫県神戸市兵庫区 荒田町1-16-8,078-511-2741
がいな,兵庫県神戸市兵庫区 中道通1-3-16,078-511-7750
