会社名,住所,電話番号
銀杏の木,京都府京都市山科区椥辻草海道町３８−８,075-581-7347
ラーメン天,京都府京都市山科区西野左義長町６−１,075-582-3947
しるら,京都府京都市山科区東野南井ノ上町８−１４,075-582-2546
グリルフカオ,京都府京都市山科区竹鼻サイカシ町３−１１,075-593-5000
まねき串,京都府京都市山科区椥辻草海道町６−７,075-582-2662
利一,京都府京都市山科区竹鼻竹ノ街道町６１−６,075-595-0066
ミンミン 京都山科店,京都府京都市山科区安朱北屋敷町１８−２,075-593-8146
ベーカリー オガワ,京都府京都市山科区西野今屋敷町２７−６,075-591-7187
ナチュラルウォールｕｏｖｏ,京都府京都市山科区西野山中臣町２６−５５,075-574-7585
かね新,京都府京都市山科区四ノ宮小金塚１−２３８,075-592-0080
初美寿司ＪＲ山科駅前店,京都府京都市山科区安朱中小路町４−２,075-581-4111
中川珈琲株式会社,京都府京都市山科区小山北林町２４−２２,075-594-0700
ピザーラ京都山科店,京都府京都市山科区椥辻東浦町１８−２,075-501-6400
ビバ・パエリア山科店,京都府京都市山科区椥辻東浦町１８−２,075-501-8100
南禅寺 順正,京都府京都市左京区南禅寺門前,075-761-2311
ラピンタイカ,京都府京都市左京区北門前町499,075-205-0477
IN THE GREEN,京都府京都市左京区下鴨半木町,075-706-8740
まこ,京都府京都市左京区 吉田本町2,075-771-5897
小川コーヒー 今出川店,京都府京都市左京区 吉田本町26,075-761-7252
炭焼創彩 鳥家人見,京都府京都市左京区 大菊町96,075-771-7818
楓花 －銀閣寺－,京都府京都市左京区 銀閣寺町48,075-771-5538
Relais Verdun,京都府京都市左京区 孫橋町31,075-751-5517
御米司ふみや,京都府京都市左京区 銀閣寺町65,075-746-4560
ローストチキンダイニング 吉田チキン,京都府京都市左京区 吉田本町26,075-754-0682
大忠,京都府京都市左京区 吉田本町34,075-771-4559
おこのみ 夢屋,京都府京都市左京区 孫橋町1,075-751-9645
南禅寺参道 菊水,京都府京都市左京区 南禅寺福地町31,075-771-4101
神山,京都府京都市左京区 鞍馬本町236,075-741-3199
タイカレー専門店 アオゾラ,京都府京都市左京区 田中門前町23,075-712-4127
権太呂 岡崎店,京都府京都市左京区岡崎南御所町19,075-751-7880
そば処 甚兵衛,京都府京都市左京区浄土寺石橋町27,075-751-1097
コーヒーレストラン ドルフ,京都府京都市左京区岩倉東五田町4,075-722-2367
韓国料理bibim’ 洛北阪急スクエア店,京都府京都市左京区高野西開町36,075-707-0700
貴船 仲よし,京都府京都市左京区鞍馬貴船町71,075-741-2000
ASH FORK 百万遍店,京都府京都市左京区田中門前町60,075-723-7370
摘草料理 美山荘,京都府京都市左京区花脊原地町375,075-746-0231
京料理 六盛,京都府京都市左京区岡崎西天王町71,075-751-6171
京料理 下鴨福助,京都府京都市左京区下鴨西高木町37,075-781-8274
料理旅館 貴船ふじや,京都府京都市左京区鞍馬貴船町40,075-741-2501
西尾 八ツ橋の里,京都府京都市左京区聖護院西町6,075-752-2188
吉泉,京都府京都市左京区下鴨森本町5,075-711-6121
湯豆腐 料庭 八千代,京都府京都市左京区南禅寺福地町34,075-771-4148
御料理 中善,京都府京都市左京区北白川久保田町26,075-708-7519
京都 銀閣寺 名代 おめん 銀閣寺本店,京都府京都市左京区浄土寺石橋町74,075-771-8994
日本料理 藤井,京都府京都市左京区浄土寺上南田町91,075-771-2500
Pizzeria da Ciro,京都府京都市左京区浄土寺西田町75,075-744-1228
そ ／s／ Kawahigashi,京都府京都市左京区東丸太町18-5,075-748-1715
京都南禅寺 大力邸,京都府京都市左京区南禅寺草川町81,075-752-4334
銀閣寺 貝,京都府京都市左京区浄土寺西田町5,075-771-8712
サイゼリヤ 京都一乗寺店,京都府京都市左京区一乗寺木ノ本町28,075-705-2501
にぎり長次郎 宝ヶ池店,京都府京都市左京区上高野仲町27,075-708-7755
居酒屋 くれしま 百万遍店,京都府京都市左京区吉田泉殿町1,075-722-8559
愛結び,京都府京都市左京区田中大堰町197,075-781-8940
ダイニングカフェ バリガシ,京都府京都市左京区下鴨北芝町34,075-702-4599
京料理 割烹 洛々,京都府京都市左京区岡崎東天王町51,075-761-3130
lu’tubo,京都府京都市左京区田中下柳町13,075-744-0704
下鴨茶寮,京都府京都市左京区下鴨宮河町62,075-701-5185
ジャンオク BBQ＆鍋 ジャジャーンカラ 京大BOX店,京都府京都市左京区田中門前町29,070-2274-9711
ほっともっと 田中里ノ前町店,京都府京都市左京区田中里ノ前町55,075-706-7161
更科 聖護院支店,京都府京都市左京区 聖護院東町15,075-751-1931
あい和,京都府京都市左京区 八瀬野瀬町163,075-781-6654
一福茶屋,京都府京都市左京区 大原来迎院町476,075-744-2741
大登竜,京都府京都市左京区 下鴨宮崎町123,075-781-3836
伝兵衛,京都府京都市左京区 鞍馬貴船町39,075-741-2228
はんじ,京都府京都市左京区 大原上野町557,075-744-2954
bowsprit,京都府京都市左京区 聖護院東町15,075-752-3268
平わ,京都府京都市左京区 吉田牛ノ宮町8,075-771-6260
天丼元亀,京都府京都市左京区 一乗寺高槻町1,075-723-6006
ぼん蔵,京都府京都市左京区 田中下柳町20,075-723-2124
しみちゃん,京都府京都市左京区 一乗寺西杉ノ宮町38,075-724-6789
カフェS．M．C,京都府京都市左京区 田中上柳町65,075-722-1235
カフェ コレクション,京都府京都市左京区 北白川追分町67,075-722-0737
旬味魚菜 はせ燦,京都府京都市左京区 一乗寺松原町136,075-721-3772
焼肉 里乃家,京都府京都市左京区 田中里ノ前町11,075-721-3063
肉道門,京都府京都市左京区 八瀬近衛町698,075-722-8564
まるいち,京都府京都市左京区 一乗寺払殿町24,075-721-8929
油屋食堂,京都府京都市左京区 鞍馬本町252,075-741-2009
せんなり,京都府京都市左京区 一乗寺里ノ西町52,075-781-6534
大銀食堂,京都府京都市左京区 浄土寺東田町60,075-771-0692
西岡食堂,京都府京都市左京区 田中東樋ノ口町35,075-791-1367
原喜久食堂,京都府京都市左京区 浄土寺石橋町54,075-771-3866
DiDi,京都府京都市左京区 田中大久保町22,075-791-8226
松乃鰻寮,京都府京都市左京区 岩倉木野町189,075-701-1577
一休亭,京都府京都市左京区 南禅寺草川町69,075-751-7866
かく谷老舗,京都府京都市左京区 聖護院山王町39,075-771-2934
太船,京都府京都市左京区 岩倉南平岡町83,075-721-0249
そば鶴,京都府京都市左京区 高野玉岡町74,075-721-2488
そば うどん処 源（みなもと）,京都府京都市左京区 下鴨上川原町2,075-723-6282
山源,京都府京都市左京区 南禅寺下河原町3,075-771-4919
御食事処 わかば,京都府京都市左京区 鹿ヶ谷西寺ノ前町5,075-771-0363
白水園,京都府京都市左京区 浄土寺石橋町36,075-752-2000
ひろ文,京都府京都市左京区 鞍馬貴船町87,075-741-2147
五右衛門茶屋,京都府京都市左京区 南禅寺草川町67,075-771-7778
河玄,京都府京都市左京区 岩倉南三宅町11,075-721-6813
和喜,京都府京都市左京区 一乗寺青城町166,075-701-6181
ちくりん,京都府京都市左京区 北白川上別当町1,075-721-6467
貴船,京都府京都市左京区 田中西高原町17,075-702-8440
下鴨いち満,京都府京都市左京区 下鴨西半木町93,075-791-0101
成駒寿司,京都府京都市左京区 田中里ノ前町53,075-781-4611
羅生門 はんにゃ,京都府京都市左京区 高野泉町40-10,075-722-0100
友楽菜館,京都府京都市左京区 田中里ノ内町64,075-701-5796
魚兼,京都府京都市左京区 北白川別当町13,075-702-9727
あん,京都府京都市左京区 浄土寺下南田町33,075-751-7869
さわだ,京都府京都市左京区 大原勝林院町1,075-744-2677
じゅんさい,京都府京都市左京区 岩倉南大鷺町22,075-721-1035
杉の子,京都府京都市左京区 南禅寺草川町37,075-771-2677
新進亭 一乗寺店,京都府京都市左京区 高野泉町6-73,075-781-3595
ますたに,京都府京都市左京区 北白川久保田町26,075-781-5762
らんたん,京都府京都市左京区 聖護院西町12,075-761-9545
焼肉 ニュー天楽,京都府京都市左京区 浄土寺東田町16,075-751-1529
タケリア パチャンガ,京都府京都市左京区 田中大久保町22,075-712-7891
まつお,京都府京都市左京区 浄土寺西田町118,075-771-6345
京お好み鉄平,京都府京都市左京区 高野泉町6-71,075-722-7675
ひらがな館,京都府京都市左京区 田中西樋ノ口町44,075-701-4164
レストランリーボン,京都府京都市左京区 北白川西瀬ノ内町7,075-781-3129
喫茶アルペ,京都府京都市左京区 高野泉町6-60,075-722-0790
うえなえ,京都府京都市左京区 大原上野町534,075-744-2860
からふね屋珈琲 熊野店,京都府京都市左京区 聖護院山王町34,075-751-2785
Garden,京都府京都市左京区 松ケ崎狐坂6,075-706-5980
ガリレオ コーヒーショップ,京都府京都市左京区 高野泉町6-89,075-711-2871
コーヒーショップミカ,京都府京都市左京区 岡崎最勝寺町2,075-751-9841
小径,京都府京都市左京区 鹿ケ谷上宮ノ前町63,075-751-9801
珈琲店 再願,京都府京都市左京区 浄土寺下南田町133,075-751-7968
ちゃ．ごころ 小花．,京都府京都市左京区 松ヶ崎海尻町9,075-702-0874
バール カフェジーニョ,京都府京都市左京区 下鴨西本町37,075-712-5477
二三麿,京都府京都市左京区 鹿ケ谷上宮ノ前町63,075-771-5998
ヤマトヤ,京都府京都市左京区 聖護院山王町25,075-761-7685
ゆにおん,京都府京都市左京区 田中大堰町92,075-781-5401
京わらべ,京都府京都市左京区 岡崎東天王町51,075-761-3130
グルーヴィカフェ（groovycafe）,京都府京都市左京区 上高野車地町101,075-708-6753
CHANG NOI,京都府京都市左京区 下鴨南芝町41,075-712-9748
中嶋八鶴堂,京都府京都市左京区 吉田二本松町55,075-761-8026
お食事処 白川大銀,京都府京都市左京区 北白川上別当町4,075-711-2625
まんゆう軒,京都府京都市左京区 吉田牛ノ宮町27,075-751-7589
好日居,京都府京都市左京区 岡崎円勝寺町91,075-761-5511
CAFE MILLET,京都府京都市左京区 静市静原町1118,075-888-0878
みたらし団子 古都香,京都府京都市左京区 田中下柳町17,075-712-1939
家庭料理 武川,京都府京都市左京区 北白川西蔦町28,075-721-0024
酒 メシ 肴 吉田さかみち,京都府京都市左京区 浄土寺西田町118,075-771-0099
貴船倶楽部,京都府京都市左京区 鞍馬貴船町76,075-741-3039
天天有,京都府京都市左京区 一乗寺西杉ノ宮町49,075-711-3255
喫茶 茄菲,京都府京都市左京区 南禅寺北ノ坊町42,075-771-1791
てらこや,京都府京都市左京区 田中里ノ前町65,075-741-8858
欧和雅店,京都府京都市左京区 山端川原町7,075-781-5265
ハイライト食堂・百万遍店,京都府京都市左京区 田中門前町94,075-781-4517
くらま温泉 食事処,京都府京都市左京区 鞍馬本町520,075-741-2131
兵衛,京都府京都市左京区 鞍馬貴船町101,075-741-3066
路地もん専果 おむら家 百万遍店,京都府京都市左京区 田中門前町28,075-712-1337
Fruit＆Cafe Hosokawa 下鴨本店,京都府京都市左京区 下鴨東本町8,075-781-1733
中華そば 高安,京都府京都市左京区 一乗寺高槻町10,075-721-4878
ラーメン魁力屋 本店,京都府京都市左京区 一乗寺向畑町17,075-712-0333
ラーメン軍団,京都府京都市左京区 高野泉町6-74,075-712-3134
あんびしゃす花,京都府京都市左京区 下鴨西本町44,075-712-8977
かつら,京都府京都市左京区 鞍馬貴船町81,075-741-2764
満佐留,京都府京都市左京区 吉田下阿達町17,075-771-6905
ホンキートンク,京都府京都市左京区 岩倉幡枝町1040,075-701-8015
黒毛和牛専門店 焼肉こまち,京都府京都市左京区 高野泉町11-173,075-711-2929
とり幸,京都府京都市左京区 大原百井町88,075-744-2252
河鹿,京都府京都市左京区 鞍馬貴船町24,075-741-3632
Cafe ヒペリカム,京都府京都市左京区 岡崎北御所町50,075-771-7914
てづくりとうふすがい,京都府京都市左京区 下鴨膳部町1,075-781-2419
カフェ＆ダイニング マーク（mArk）,京都府京都市左京区 聖護院川原町35,075-761-2580
シェカワセ,京都府京都市左京区 鹿ヶ谷西寺ノ前町71,075-761-3449
味美庵,京都府京都市左京区 吉田橘町33-14,075-752-8080
杉の里,京都府京都市左京区 鞍馬本町685,075-741-2197
華林唐,京都府京都市左京区 上高野薩田町3,075-722-0960
ときわ,京都府京都市左京区 聖護院山王町43,075-771-3611
金ちゃん,京都府京都市左京区 一乗寺東杉ノ宮町18,075-711-4170
山のソーセージ屋,京都府京都市左京区 上高野東山12,075-781-4338
京・百万遍 梁山泊,京都府京都市左京区 吉田泉殿町5,075-771-4447
